run_id,test_instance_id,decomposition_type
956,239,owip-t-pf
957,240,ow-oip-tpf
958,240,owip-tpf
959,240,ow-oip-t-pf
960,240,owip-t-pf
961,241,ow-oip-tpf
962,241,owip-tpf
963,241,ow-oip-t-pf
964,241,owip-t-pf
965,242,ow-oip-tpf
966,242,owip-tpf
967,242,ow-oip-t-pf
968,242,owip-t-pf
969,243,ow-oip-tpf
970,243,owip-tpf
971,243,ow-oip-t-pf
972,243,owip-t-pf
973,244,ow-oip-tpf
974,244,owip-tpf
975,244,ow-oip-t-pf
976,244,owip-t-pf
977,245,ow-oip-tpf
978,245,owip-tpf
979,245,ow-oip-t-pf
980,245,owip-t-pf
981,246,ow-oip-tpf
982,246,owip-tpf
983,246,ow-oip-t-pf
984,246,owip-t-pf
985,247,ow-oip-tpf
986,247,owip-tpf
987,247,ow-oip-t-pf
988,247,owip-t-pf
989,248,ow-oip-tpf
990,248,owip-tpf
991,248,ow-oip-t-pf
992,248,owip-t-pf
993,249,ow-oip-tpf
994,249,owip-tpf
995,249,ow-oip-t-pf
996,249,owip-t-pf
997,250,ow-oip-tpf
998,250,owip-tpf
999,250,ow-oip-t-pf
1000,250,owip-t-pf
1001,251,ow-oip-tpf
1002,251,owip-tpf
1003,251,ow-oip-t-pf
1004,251,owip-t-pf
1005,252,ow-oip-tpf
1006,252,owip-tpf
1007,252,ow-oip-t-pf
1008,252,owip-t-pf
1009,253,ow-oip-tpf
1010,253,owip-tpf
1011,253,ow-oip-t-pf
1012,253,owip-t-pf
1013,254,ow-oip-tpf
1014,254,owip-tpf
1015,254,ow-oip-t-pf
1016,254,owip-t-pf
1017,255,ow-oip-tpf
1018,255,owip-tpf
1019,255,ow-oip-t-pf
1020,255,owip-t-pf
1021,256,ow-oip-tpf
1022,256,owip-tpf
1023,256,ow-oip-t-pf
1024,256,owip-t-pf
1025,257,ow-oip-tpf
1026,257,owip-tpf
1027,257,ow-oip-t-pf
1028,257,owip-t-pf
1029,258,ow-oip-tpf
1030,258,owip-tpf
1031,258,ow-oip-t-pf
1032,258,owip-t-pf
1033,259,ow-oip-tpf
1034,259,owip-tpf
1035,259,ow-oip-t-pf
1036,259,owip-t-pf
1037,260,ow-oip-tpf
1038,260,owip-tpf
1039,260,ow-oip-t-pf
1040,260,owip-t-pf
1041,261,ow-oip-tpf
1042,261,owip-tpf
1043,261,ow-oip-t-pf
1044,261,owip-t-pf
1045,262,ow-oip-tpf
1046,262,owip-tpf
1047,262,ow-oip-t-pf
1048,262,owip-t-pf
1049,263,ow-oip-tpf
1050,263,owip-tpf
1051,263,ow-oip-t-pf
1052,263,owip-t-pf
1053,264,ow-oip-tpf
1054,264,owip-tpf
1055,264,ow-oip-t-pf
1056,264,owip-t-pf
1057,265,ow-oip-tpf
1058,265,owip-tpf
1059,265,ow-oip-t-pf
1060,265,owip-t-pf
1061,266,ow-oip-tpf
1062,266,owip-tpf
1063,266,ow-oip-t-pf
1064,266,owip-t-pf
1065,267,ow-oip-tpf
1066,267,owip-tpf
1067,267,ow-oip-t-pf
1068,267,owip-t-pf
1069,268,ow-oip-tpf
1070,268,owip-tpf
1071,268,ow-oip-t-pf
1072,268,owip-t-pf
1073,269,ow-oip-tpf
1074,269,owip-tpf
1075,269,ow-oip-t-pf
1076,269,owip-t-pf
1077,270,ow-oip-tpf
1078,270,owip-tpf
1079,270,ow-oip-t-pf
1080,270,owip-t-pf
1081,271,ow-oip-tpf
1082,271,owip-tpf
1083,271,ow-oip-t-pf
1084,271,owip-t-pf
1085,272,ow-oip-tpf
1086,272,owip-tpf
1087,272,ow-oip-t-pf
1088,272,owip-t-pf
1089,273,ow-oip-tpf
1090,273,owip-tpf
1091,273,ow-oip-t-pf
1092,273,owip-t-pf
1093,274,ow-oip-tpf
1094,274,owip-tpf
1095,274,ow-oip-t-pf
1096,274,owip-t-pf
1097,275,ow-oip-tpf
1098,275,owip-tpf
1099,275,ow-oip-t-pf
1100,275,owip-t-pf
1101,276,ow-oip-tpf
1102,276,owip-tpf
1103,276,ow-oip-t-pf
1104,276,owip-t-pf
1105,277,ow-oip-tpf
1106,277,owip-tpf
1107,277,ow-oip-t-pf
1108,277,owip-t-pf
1109,278,ow-oip-tpf
1110,278,owip-tpf
1111,278,ow-oip-t-pf
1112,278,owip-t-pf
1113,279,ow-oip-tpf
1114,279,owip-tpf
1115,279,ow-oip-t-pf
1116,279,owip-t-pf
1117,280,ow-oip-tpf
1118,280,owip-tpf
1119,280,ow-oip-t-pf
1120,280,owip-t-pf
1121,281,ow-oip-tpf
1122,281,owip-tpf
1123,281,ow-oip-t-pf
1124,281,owip-t-pf
1125,282,ow-oip-tpf
1126,282,owip-tpf
1127,282,ow-oip-t-pf
1128,282,owip-t-pf
1129,283,ow-oip-tpf
1130,283,owip-tpf
1131,283,ow-oip-t-pf
1132,283,owip-t-pf
1133,284,ow-oip-tpf
1134,284,owip-tpf
1135,284,ow-oip-t-pf
1136,284,owip-t-pf
1137,285,ow-oip-tpf
1138,285,owip-tpf
1139,285,ow-oip-t-pf
1140,285,owip-t-pf
1141,286,ow-oip-tpf
1142,286,owip-tpf
1143,286,ow-oip-t-pf
1144,286,owip-t-pf
1145,287,ow-oip-tpf
1146,287,owip-tpf
1147,287,ow-oip-t-pf
1148,287,owip-t-pf
1149,288,ow-oip-tpf
1150,288,owip-tpf
1151,288,ow-oip-t-pf
1152,288,owip-t-pf
1153,289,ow-oip-tpf
1154,289,owip-tpf
1155,289,ow-oip-t-pf
1156,289,owip-t-pf
1157,290,ow-oip-tpf
1158,290,owip-tpf
1159,290,ow-oip-t-pf
1160,290,owip-t-pf
1161,291,ow-oip-tpf
1162,291,owip-tpf
1163,291,ow-oip-t-pf
1164,291,owip-t-pf
1165,292,ow-oip-tpf
1166,292,owip-tpf
1167,292,ow-oip-t-pf
1168,292,owip-t-pf
1169,293,ow-oip-tpf
1170,293,owip-tpf
1171,293,ow-oip-t-pf
1172,293,owip-t-pf
1173,294,ow-oip-tpf
1174,294,owip-tpf
1175,294,ow-oip-t-pf
1176,294,owip-t-pf
1177,295,ow-oip-tpf
1178,295,owip-tpf
1179,295,ow-oip-t-pf
1180,295,owip-t-pf
1181,296,ow-oip-tpf
1182,296,owip-tpf
1183,296,ow-oip-t-pf
1184,296,owip-t-pf
1185,297,ow-oip-tpf
1186,297,owip-tpf
1187,297,ow-oip-t-pf
1188,297,owip-t-pf
1189,298,ow-oip-tpf
1190,298,owip-tpf
1191,298,ow-oip-t-pf
1192,298,owip-t-pf
1193,299,ow-oip-tpf
1194,299,owip-tpf
1195,299,ow-oip-t-pf
1196,299,owip-t-pf
1197,300,ow-oip-tpf
1198,300,owip-tpf
1199,300,ow-oip-t-pf
1200,300,owip-t-pf
1201,301,ow-oip-tpf
1202,301,owip-tpf
1203,301,ow-oip-t-pf
1204,301,owip-t-pf
1205,302,ow-oip-tpf
1206,302,owip-tpf
1207,302,ow-oip-t-pf
1208,302,owip-t-pf
1209,303,ow-oip-tpf
1210,303,owip-tpf
1211,303,ow-oip-t-pf
1212,303,owip-t-pf
1213,304,ow-oip-tpf
1214,304,owip-tpf
1215,304,ow-oip-t-pf
1216,304,owip-t-pf
1217,305,ow-oip-tpf
1218,305,owip-tpf
1219,305,ow-oip-t-pf
1220,305,owip-t-pf
1221,306,ow-oip-tpf
1222,306,owip-tpf
1223,306,ow-oip-t-pf
1224,306,owip-t-pf
1225,307,ow-oip-tpf
1226,307,owip-tpf
1227,307,ow-oip-t-pf
1228,307,owip-t-pf
1229,308,ow-oip-tpf
1230,308,owip-tpf
1231,308,ow-oip-t-pf
1232,308,owip-t-pf
1233,309,ow-oip-tpf
1234,309,owip-tpf
1235,309,ow-oip-t-pf
1236,309,owip-t-pf
1237,310,ow-oip-tpf
1238,310,owip-tpf
1239,310,ow-oip-t-pf
1240,310,owip-t-pf
1241,311,ow-oip-tpf
1242,311,owip-tpf
1243,311,ow-oip-t-pf
1244,311,owip-t-pf
1245,312,ow-oip-tpf
1246,312,owip-tpf
1247,312,ow-oip-t-pf
1248,312,owip-t-pf
1249,313,ow-oip-tpf
1250,313,owip-tpf
1251,313,ow-oip-t-pf
1252,313,owip-t-pf
1253,314,ow-oip-tpf
1254,314,owip-tpf
1255,314,ow-oip-t-pf
1256,314,owip-t-pf
1257,315,ow-oip-tpf
1258,315,owip-tpf
1259,315,ow-oip-t-pf
1260,315,owip-t-pf
1261,316,ow-oip-tpf
1262,316,owip-tpf
1263,316,ow-oip-t-pf
1264,316,owip-t-pf
1265,317,ow-oip-tpf
1266,317,owip-tpf
1267,317,ow-oip-t-pf
1268,317,owip-t-pf
1269,318,ow-oip-tpf
1270,318,owip-tpf
1271,318,ow-oip-t-pf
1272,318,owip-t-pf
1273,319,ow-oip-tpf
1274,319,owip-tpf
1275,319,ow-oip-t-pf
1276,319,owip-t-pf
1277,320,ow-oip-tpf
1278,320,owip-tpf
1279,320,ow-oip-t-pf
1280,320,owip-t-pf
1281,321,ow-oip-tpf
1282,321,owip-tpf
1283,321,ow-oip-t-pf
1284,321,owip-t-pf
1285,322,ow-oip-tpf
1286,322,owip-tpf
1287,322,ow-oip-t-pf
1288,322,owip-t-pf
1289,323,ow-oip-tpf
1290,323,owip-tpf
1291,323,ow-oip-t-pf
1292,323,owip-t-pf
1293,324,ow-oip-tpf
1294,324,owip-tpf
1295,324,ow-oip-t-pf
1296,324,owip-t-pf
1297,325,ow-oip-tpf
1298,325,owip-tpf
1299,325,ow-oip-t-pf
1300,325,owip-t-pf
1301,326,ow-oip-tpf
1302,326,owip-tpf
1303,326,ow-oip-t-pf
1304,326,owip-t-pf
1305,327,ow-oip-tpf
1306,327,owip-tpf
1307,327,ow-oip-t-pf
1308,327,owip-t-pf
1309,328,ow-oip-tpf
1310,328,owip-tpf
1311,328,ow-oip-t-pf
1312,328,owip-t-pf
1313,329,ow-oip-tpf
1314,329,owip-tpf
1315,329,ow-oip-t-pf
1316,329,owip-t-pf
1317,330,ow-oip-tpf
1318,330,owip-tpf
1319,330,ow-oip-t-pf
1320,330,owip-t-pf
1321,331,ow-oip-tpf
1322,331,owip-tpf
1323,331,ow-oip-t-pf
1324,331,owip-t-pf
1325,332,ow-oip-tpf
1326,332,owip-tpf
1327,332,ow-oip-t-pf
1328,332,owip-t-pf
1329,333,ow-oip-tpf
1330,333,owip-tpf
1331,333,ow-oip-t-pf
1332,333,owip-t-pf
1333,334,ow-oip-tpf
1334,334,owip-tpf
1335,334,ow-oip-t-pf
1336,334,owip-t-pf
1337,335,ow-oip-tpf
1338,335,owip-tpf
1339,335,ow-oip-t-pf
1340,335,owip-t-pf
1341,336,ow-oip-tpf
1342,336,owip-tpf
1343,336,ow-oip-t-pf
1344,336,owip-t-pf
1345,337,ow-oip-tpf
1346,337,owip-tpf
1347,337,ow-oip-t-pf
1348,337,owip-t-pf
1349,338,ow-oip-tpf
1350,338,owip-tpf
1351,338,ow-oip-t-pf
1352,338,owip-t-pf
1353,339,ow-oip-tpf
1354,339,owip-tpf
1355,339,ow-oip-t-pf
1356,339,owip-t-pf
1357,340,ow-oip-tpf
1358,340,owip-tpf
1359,340,ow-oip-t-pf
1360,340,owip-t-pf
1361,341,ow-oip-tpf
1362,341,owip-tpf
1363,341,ow-oip-t-pf
1364,341,owip-t-pf
1365,342,ow-oip-tpf
1366,342,owip-tpf
1367,342,ow-oip-t-pf
1368,342,owip-t-pf
1369,343,ow-oip-tpf
1370,343,owip-tpf
1371,343,ow-oip-t-pf
1372,343,owip-t-pf
1373,344,ow-oip-tpf
1374,344,owip-tpf
1375,344,ow-oip-t-pf
1376,344,owip-t-pf
1377,345,ow-oip-tpf
1378,345,owip-tpf
1379,345,ow-oip-t-pf
1380,345,owip-t-pf
1381,346,ow-oip-tpf
1382,346,owip-tpf
1383,346,ow-oip-t-pf
1384,346,owip-t-pf
1385,347,ow-oip-tpf
1386,347,owip-tpf
1387,347,ow-oip-t-pf
1388,347,owip-t-pf
1389,348,ow-oip-tpf
1390,348,owip-tpf
1391,348,ow-oip-t-pf
1392,348,owip-t-pf
1393,349,ow-oip-tpf
1394,349,owip-tpf
1395,349,ow-oip-t-pf
1396,349,owip-t-pf
1397,350,ow-oip-tpf
1398,350,owip-tpf
1399,350,ow-oip-t-pf
1400,350,owip-t-pf
1401,351,ow-oip-tpf
1402,351,owip-tpf
1403,351,ow-oip-t-pf
1404,351,owip-t-pf
1405,352,ow-oip-tpf
1406,352,owip-tpf
1407,352,ow-oip-t-pf
1408,352,owip-t-pf
1409,353,ow-oip-tpf
1410,353,owip-tpf
1411,353,ow-oip-t-pf
1412,353,owip-t-pf
1413,354,ow-oip-tpf
1414,354,owip-tpf
1415,354,ow-oip-t-pf
1416,354,owip-t-pf
1417,355,ow-oip-tpf
1418,355,owip-tpf
1419,355,ow-oip-t-pf
1420,355,owip-t-pf
1421,356,ow-oip-tpf
1422,356,owip-tpf
1423,356,ow-oip-t-pf
1424,356,owip-t-pf
1425,357,ow-oip-tpf
1426,357,owip-tpf
1427,357,ow-oip-t-pf
1428,357,owip-t-pf
1429,358,ow-oip-tpf
1430,358,owip-tpf
1431,358,ow-oip-t-pf
1432,358,owip-t-pf
1433,359,ow-oip-tpf
1434,359,owip-tpf
1435,359,ow-oip-t-pf
1436,359,owip-t-pf
1437,360,ow-oip-tpf
1438,360,owip-tpf
1439,360,ow-oip-t-pf
1440,360,owip-t-pf
1441,361,ow-oip-tpf
1442,361,owip-tpf
1443,361,ow-oip-t-pf
1444,361,owip-t-pf
1445,362,ow-oip-tpf
1446,362,owip-tpf
1447,362,ow-oip-t-pf
1448,362,owip-t-pf
1449,363,ow-oip-tpf
1450,363,owip-tpf
1451,363,ow-oip-t-pf
1452,363,owip-t-pf
1453,364,ow-oip-tpf
1454,364,owip-tpf
1455,364,ow-oip-t-pf
1456,364,owip-t-pf
1457,365,ow-oip-tpf
1458,365,owip-tpf
1459,365,ow-oip-t-pf
1460,365,owip-t-pf
1461,366,ow-oip-tpf
1462,366,owip-tpf
1463,366,ow-oip-t-pf
1464,366,owip-t-pf
1465,367,ow-oip-tpf
1466,367,owip-tpf
1467,367,ow-oip-t-pf
1468,367,owip-t-pf
1469,368,ow-oip-tpf
1470,368,owip-tpf
1471,368,ow-oip-t-pf
1472,368,owip-t-pf
1473,369,ow-oip-tpf
1474,369,owip-tpf
1475,369,ow-oip-t-pf
1476,369,owip-t-pf
1477,370,ow-oip-tpf
1478,370,owip-tpf
1479,370,ow-oip-t-pf
1480,370,owip-t-pf
1481,371,ow-oip-tpf
1482,371,owip-tpf
1483,371,ow-oip-t-pf
1484,371,owip-t-pf
1485,372,ow-oip-tpf
1486,372,owip-tpf
1487,372,ow-oip-t-pf
1488,372,owip-t-pf
1489,373,ow-oip-tpf
1490,373,owip-tpf
1491,373,ow-oip-t-pf
1492,373,owip-t-pf
1493,374,ow-oip-tpf
1494,374,owip-tpf
1495,374,ow-oip-t-pf
1496,374,owip-t-pf
1497,375,ow-oip-tpf
1498,375,owip-tpf
1499,375,ow-oip-t-pf
1500,375,owip-t-pf
1501,376,ow-oip-tpf
1502,376,owip-tpf
1503,376,ow-oip-t-pf
1504,376,owip-t-pf
1505,377,ow-oip-tpf
1506,377,owip-tpf
1507,377,ow-oip-t-pf
1508,377,owip-t-pf
1509,378,ow-oip-tpf
1510,378,owip-tpf
1511,378,ow-oip-t-pf
1512,378,owip-t-pf
1513,379,ow-oip-tpf
1514,379,owip-tpf
1515,379,ow-oip-t-pf
1516,379,owip-t-pf
1517,380,ow-oip-tpf
1518,380,owip-tpf
1519,380,ow-oip-t-pf
1520,380,owip-t-pf
1521,381,ow-oip-tpf
1522,381,owip-tpf
1523,381,ow-oip-t-pf
1524,381,owip-t-pf
1525,382,ow-oip-tpf
1526,382,owip-tpf
1527,382,ow-oip-t-pf
1528,382,owip-t-pf
1529,383,ow-oip-tpf
1530,383,owip-tpf
1531,383,ow-oip-t-pf
1532,383,owip-t-pf
1533,384,ow-oip-tpf
1534,384,owip-tpf
1535,384,ow-oip-t-pf
1536,384,owip-t-pf
1537,385,ow-oip-tpf
1538,385,owip-tpf
1539,385,ow-oip-t-pf
1540,385,owip-t-pf
1541,386,ow-oip-tpf
1542,386,owip-tpf
1543,386,ow-oip-t-pf
1544,386,owip-t-pf
1545,387,ow-oip-tpf
1546,387,owip-tpf
1547,387,ow-oip-t-pf
1548,387,owip-t-pf
1549,388,ow-oip-tpf
1550,388,owip-tpf
1551,388,ow-oip-t-pf
1552,388,owip-t-pf
1553,389,ow-oip-tpf
1554,389,owip-tpf
1555,389,ow-oip-t-pf
1556,389,owip-t-pf
1557,390,ow-oip-tpf
1558,390,owip-tpf
1559,390,ow-oip-t-pf
1560,390,owip-t-pf
1561,391,ow-oip-tpf
1562,391,owip-tpf
1563,391,ow-oip-t-pf
1564,391,owip-t-pf
1565,392,ow-oip-tpf
1566,392,owip-tpf
1567,392,ow-oip-t-pf
1568,392,owip-t-pf
1569,393,ow-oip-tpf
1570,393,owip-tpf
1571,393,ow-oip-t-pf
1572,393,owip-t-pf
1573,394,ow-oip-tpf
1574,394,owip-tpf
1575,394,ow-oip-t-pf
1576,394,owip-t-pf
1577,395,ow-oip-tpf
1578,395,owip-tpf
1579,395,ow-oip-t-pf
1580,395,owip-t-pf
1581,396,ow-oip-tpf
1582,396,owip-tpf
1583,396,ow-oip-t-pf
1584,396,owip-t-pf
1585,397,ow-oip-tpf
1586,397,owip-tpf
1587,397,ow-oip-t-pf
1588,397,owip-t-pf
1589,398,ow-oip-tpf
1590,398,owip-tpf
1591,398,ow-oip-t-pf
1592,398,owip-t-pf
1593,399,ow-oip-tpf
1594,399,owip-tpf
1595,399,ow-oip-t-pf
1596,399,owip-t-pf
1597,400,ow-oip-tpf
1598,400,owip-tpf
1599,400,ow-oip-t-pf
1600,400,owip-t-pf
1601,401,ow-oip-tpf
1602,401,owip-tpf
1603,401,ow-oip-t-pf
1604,401,owip-t-pf
1605,402,ow-oip-tpf
1606,402,owip-tpf
1607,402,ow-oip-t-pf
1608,402,owip-t-pf
1609,403,ow-oip-tpf
1610,403,owip-tpf
1611,403,ow-oip-t-pf
1612,403,owip-t-pf
1613,404,ow-oip-tpf
1614,404,owip-tpf
1615,404,ow-oip-t-pf
1616,404,owip-t-pf
1617,405,ow-oip-tpf
1618,405,owip-tpf
1619,405,ow-oip-t-pf
1620,405,owip-t-pf
1621,406,ow-oip-tpf
1622,406,owip-tpf
1623,406,ow-oip-t-pf
1624,406,owip-t-pf
1625,407,ow-oip-tpf
1626,407,owip-tpf
1627,407,ow-oip-t-pf
1628,407,owip-t-pf
1629,408,ow-oip-tpf
1630,408,owip-tpf
1631,408,ow-oip-t-pf
1632,408,owip-t-pf
1633,409,ow-oip-tpf
1634,409,owip-tpf
1635,409,ow-oip-t-pf
1636,409,owip-t-pf
1637,410,ow-oip-tpf
1638,410,owip-tpf
1639,410,ow-oip-t-pf
1640,410,owip-t-pf
1641,411,ow-oip-tpf
1642,411,owip-tpf
1643,411,ow-oip-t-pf
1644,411,owip-t-pf
1645,412,ow-oip-tpf
1646,412,owip-tpf
1647,412,ow-oip-t-pf
1648,412,owip-t-pf
1649,413,ow-oip-tpf
1650,413,owip-tpf
1651,413,ow-oip-t-pf
1652,413,owip-t-pf
1653,414,ow-oip-tpf
1654,414,owip-tpf
1655,414,ow-oip-t-pf
1656,414,owip-t-pf
1657,415,ow-oip-tpf
1658,415,owip-tpf
1659,415,ow-oip-t-pf
1660,415,owip-t-pf
1661,416,ow-oip-tpf
1662,416,owip-tpf
1663,416,ow-oip-t-pf
1664,416,owip-t-pf
1665,417,ow-oip-tpf
1666,417,owip-tpf
1667,417,ow-oip-t-pf
1668,417,owip-t-pf
1669,418,ow-oip-tpf
1670,418,owip-tpf
1671,418,ow-oip-t-pf
1672,418,owip-t-pf
1673,419,ow-oip-tpf
1674,419,owip-tpf
1675,419,ow-oip-t-pf
1676,419,owip-t-pf
1677,420,ow-oip-tpf
1678,420,owip-tpf
1679,420,ow-oip-t-pf
1680,420,owip-t-pf
1681,421,ow-oip-tpf
1682,421,owip-tpf
1683,421,ow-oip-t-pf
1684,421,owip-t-pf
1685,422,ow-oip-tpf
1686,422,owip-tpf
1687,422,ow-oip-t-pf
1688,422,owip-t-pf
1689,423,ow-oip-tpf
1690,423,owip-tpf
1691,423,ow-oip-t-pf
1692,423,owip-t-pf
1693,424,ow-oip-tpf
1694,424,owip-tpf
1695,424,ow-oip-t-pf
1696,424,owip-t-pf
1697,425,ow-oip-tpf
1698,425,owip-tpf
1699,425,ow-oip-t-pf
1700,425,owip-t-pf
1701,426,ow-oip-tpf
1702,426,owip-tpf
1703,426,ow-oip-t-pf
1704,426,owip-t-pf
1705,427,ow-oip-tpf
1706,427,owip-tpf
1707,427,ow-oip-t-pf
1708,427,owip-t-pf
1709,428,ow-oip-tpf
1710,428,owip-tpf
1711,428,ow-oip-t-pf
1712,428,owip-t-pf
1713,429,ow-oip-tpf
1714,429,owip-tpf
1715,429,ow-oip-t-pf
1716,429,owip-t-pf
1717,430,ow-oip-tpf
1718,430,owip-tpf
1719,430,ow-oip-t-pf
1720,430,owip-t-pf
1721,431,ow-oip-tpf
1722,431,owip-tpf
1723,431,ow-oip-t-pf
1724,431,owip-t-pf
1725,432,ow-oip-tpf
1726,432,owip-tpf
1727,432,ow-oip-t-pf
1728,432,owip-t-pf
1729,433,ow-oip-tpf
1730,433,owip-tpf
1731,433,ow-oip-t-pf
1732,433,owip-t-pf
1733,434,ow-oip-tpf
1734,434,owip-tpf
1735,434,ow-oip-t-pf
1736,434,owip-t-pf
1737,435,ow-oip-tpf
1738,435,owip-tpf
1739,435,ow-oip-t-pf
1740,435,owip-t-pf
1741,436,ow-oip-tpf
1742,436,owip-tpf
1743,436,ow-oip-t-pf
1744,436,owip-t-pf
1745,437,ow-oip-tpf
1746,437,owip-tpf
1747,437,ow-oip-t-pf
1748,437,owip-t-pf
1749,438,ow-oip-tpf
1750,438,owip-tpf
1751,438,ow-oip-t-pf
1752,438,owip-t-pf
1753,439,ow-oip-tpf
1754,439,owip-tpf
1755,439,ow-oip-t-pf
1756,439,owip-t-pf
1757,440,ow-oip-tpf
1758,440,owip-tpf
1759,440,ow-oip-t-pf
1760,440,owip-t-pf
1761,441,ow-oip-tpf
1762,441,owip-tpf
1763,441,ow-oip-t-pf
1764,441,owip-t-pf
1765,442,ow-oip-tpf
1766,442,owip-tpf
1767,442,ow-oip-t-pf
1768,442,owip-t-pf
1769,443,ow-oip-tpf
1770,443,owip-tpf
1771,443,ow-oip-t-pf
1772,443,owip-t-pf
1773,444,ow-oip-tpf
1774,444,owip-tpf
1775,444,ow-oip-t-pf
1776,444,owip-t-pf
1777,445,ow-oip-tpf
1778,445,owip-tpf
1779,445,ow-oip-t-pf
1780,445,owip-t-pf
1781,446,ow-oip-tpf
1782,446,owip-tpf
1783,446,ow-oip-t-pf
1784,446,owip-t-pf
1785,447,ow-oip-tpf
1786,447,owip-tpf
1787,447,ow-oip-t-pf
1788,447,owip-t-pf
1789,448,ow-oip-tpf
1790,448,owip-tpf
1791,448,ow-oip-t-pf
1792,448,owip-t-pf
1793,449,ow-oip-tpf
1794,449,owip-tpf
1795,449,ow-oip-t-pf
1796,449,owip-t-pf
1797,450,ow-oip-tpf
1798,450,owip-tpf
1799,450,ow-oip-t-pf
1800,450,owip-t-pf
1801,451,ow-oip-tpf
1802,451,owip-tpf
1803,451,ow-oip-t-pf
1804,451,owip-t-pf
1805,452,ow-oip-tpf
1806,452,owip-tpf
1807,452,ow-oip-t-pf
1808,452,owip-t-pf
1809,453,ow-oip-tpf
1810,453,owip-tpf
1811,453,ow-oip-t-pf
1812,453,owip-t-pf
1813,454,ow-oip-tpf
1814,454,owip-tpf
1815,454,ow-oip-t-pf
1816,454,owip-t-pf
1817,455,ow-oip-tpf
1818,455,owip-tpf
1819,455,ow-oip-t-pf
1820,455,owip-t-pf
1821,456,ow-oip-tpf
1822,456,owip-tpf
1823,456,ow-oip-t-pf
1824,456,owip-t-pf
1825,457,ow-oip-tpf
1826,457,owip-tpf
1827,457,ow-oip-t-pf
1828,457,owip-t-pf
1829,458,ow-oip-tpf
1830,458,owip-tpf
1831,458,ow-oip-t-pf
1832,458,owip-t-pf
1833,459,ow-oip-tpf
1834,459,owip-tpf
1835,459,ow-oip-t-pf
1836,459,owip-t-pf
1837,460,ow-oip-tpf
1838,460,owip-tpf
